GeneID,baseMean,Log2FoldChange,lfcSE,stat,pvalue,padj
G07987,493.6978844,-1.322833205,0.321539356,-4.114063111,3.89E-05,0.001702095
G06673,580.4076055,-1.322839219,0.298450565,-4.432356216,9.32E-06,0.000589475
G10935,214.1700999,-1.325804506,0.404768,-3.275467689,0.001054872,0.016119404
G06663,264.5280663,-1.330344085,0.425362766,-3.1275518,0.001762688,0.022591989
G05883,199.8460376,-1.3353471,0.380194877,-3.5122701,0.000444296,0.009120454
G07773,245.6012666,-1.335985111,0.389354888,-3.431278642,0.000600743,0.010966754
G08311,264.1214452,-1.341550601,0.403094271,-3.328131153,0.000874307,0.014075094
G05383,103.0452439,-1.343775699,0.399043165,-3.367494593,0.000758545,0.012766804
G00071,125.3185505,-1.348912676,0.456011099,-2.958069831,0.00309572,0.032568538
G08530,357.5487211,-1.350396134,0.46061182,-2.931744425,0.00337064,0.03427166
G12422,327.1409043,-1.354400095,0.32551371,-4.160808141,3.17E-05,0.001481994
G07658,275.28101,-1.361061535,0.40758063,-3.339367564,0.000839694,0.013744635
G11500,486.7020715,-1.364114377,0.356296895,-3.828589006,0.00012888,0.003815214
G00359,155.7645567,-1.365250288,0.492678189,-2.771079212,0.005587083,0.048651918
G11774,136.1360577,-1.368807601,0.421832674,-3.244906534,0.001174892,0.017207012
G12058,271.6071527,-1.377280876,0.483083515,-2.851020236,0.00435792,0.04099915
G06354,156.3641422,-1.377915899,0.496953004,-2.772728784,0.005558843,0.04849276
G15117,640.6670143,-1.384573289,0.499622037,-2.77124143,0.0055843,0.048651918
G09974,594.5856505,-1.385544458,0.426153868,-3.251277445,0.001148877,0.016964901
G05449,830.8513673,-1.38913652,0.317973042,-4.36872419,1.25E-05,0.000738175
G13651,143.7217835,-1.392944337,0.400034101,-3.482063992,0.000497565,0.00970089
G06642,378.7423606,-1.392983365,0.445720477,-3.125239779,0.001776602,0.022666126
G02980,163.7674683,-1.393744452,0.395470927,-3.524265263,0.000424659,0.008892272
G10369,588.3520952,-1.396048856,0.464895959,-3.002927494,0.002673961,0.029509413
G08179,885.5494872,-1.396861846,0.274502751,-5.088698902,3.61E-07,5.44E-05
G07350,184.1328552,-1.397524319,0.473159586,-2.95360035,0.003140905,0.032884957
G17581,505.0206918,-1.398987212,0.498318629,-2.807415036,0.004994085,0.044961431
G09456,448.5948918,-1.402558506,0.389858903,-3.597605424,0.00032116,0.007233039
G09125,140.6327051,-1.402609541,0.453371958,-3.093728045,0.001976586,0.024147129
G04457,600.7374826,-1.402739117,0.379020914,-3.70095439,0.00021479,0.005422584
G03724,505.8275346,-1.409133449,0.431262451,-3.26746149,0.001085166,0.016375695
G05436,277.6752536,-1.414299706,0.465129155,-3.040660196,0.002360601,0.026994925
G03973,330.7607828,-1.414911296,0.373687156,-3.786352494,0.000152875,0.004301793
G09409,274.0722355,-1.424056689,0.320172324,-4.447781965,8.68E-06,0.000560014
G08710,166.8297831,-1.42804359,0.364289882,-3.920074812,8.85E-05,0.002948048
G09414,250.7746387,-1.432397718,0.391979668,-3.654265347,0.000257919,0.006150112
G02260,150.6775846,-1.434286847,0.424363321,-3.379855833,0.000725239,0.01238941
G11995,542.6187063,-1.438655522,0.503437994,-2.857661795,0.00426775,0.040332653
G15180,282.4887902,-1.446590171,0.516101549,-2.802917707,0.005064259,0.045393451
G14726,1039.841109,-1.44662772,0.356281304,-4.0603526,4.90E-05,0.001946513
G12786,475.2060907,-1.446809005,0.505438027,-2.862485465,0.004203325,0.040025886
G13855,1431.74135,-1.447286059,0.481585924,-3.005249922,0.002653627,0.0293617
G10729,255.2062281,-1.450114844,0.493943664,-2.93578995,0.003326995,0.034017226
G13097,316.3022009,-1.4508207,0.334728262,-4.334323876,1.46E-05,0.000813701
G13608,605.04511,-1.451148454,0.395079795,-3.673051553,0.000239671,0.005844283
G12555,95.02224527,-1.45196222,0.479593662,-3.027484173,0.002465986,0.027844076
G05390,92.98569582,-1.453702578,0.508156533,-2.860737753,0.004226565,0.040155575
G01698,323.8966162,-1.457441012,0.475398279,-3.065726309,0.00217142,0.02579514
G05244,129.1235221,-1.460371564,0.529528439,-2.757871826,0.005817901,0.04989071
G16714,319.5236788,-1.466405765,0.520087669,-2.819535728,0.004809318,0.043861818
G11546,454.8492493,-1.470277911,0.389825204,-3.77163379,0.000162182,0.004483102
G09679,310.6599857,-1.472943562,0.462120119,-3.187360821,0.001435775,0.019713574
G02171,196.2352068,-1.476905594,0.463564977,-3.185973203,0.00144268,0.019765026
G14553,130.459385,-1.47933556,0.313346564,-4.721084343,2.35E-06,0.000211334
G14585,34.9566177,-1.479679061,0.520342237,-2.843665103,0.00445979,0.041675736
G01026,263.6019948,-1.482620323,0.316578535,-4.683262308,2.82E-06,0.000237283
G11165,103.6536479,-1.483290533,0.460893018,-3.218296819,0.001289543,0.018262257
G03897,191.4648476,-1.483976237,0.508870798,-2.91621418,0.003543072,0.035464706
G09429,2518.471633,-1.490565903,0.471400895,-3.161992095,0.001566938,0.02096282
G09463,292.8601682,-1.497241555,0.388064485,-3.858228757,0.000114212,0.003513905
G13947,73.5182466,-1.498605572,0.513792522,-2.916752402,0.003536964,0.035460261
G12148,242.7702219,-1.499188928,0.478796022,-3.131164124,0.001741148,0.022430719
G05303,691.3098024,-1.507116818,0.40157361,-3.753027538,0.000174712,0.004704816
G11796,140.7242654,-1.507509987,0.509201674,-2.960536197,0.00307104,0.032504209
G15711,935.6560826,-1.509101152,0.451262937,-3.344172609,0.000825284,0.013544171
G09606,505.1379226,-1.511949605,0.361139708,-4.186605828,2.83E-05,0.001379646
G12883,1054.731835,-1.516880908,0.544137031,-2.787681818,0.005308666,0.046846448
G16442,475.7786681,-1.51910519,0.389944052,-3.895700375,9.79E-05,0.003131768
G14815,237.8535152,-1.519817086,0.497978724,-3.051971929,0.002273434,0.026403589
G15883,917.7562526,-1.522174306,0.523503043,-2.907670408,0.003641319,0.036212705
G04884,62.67306777,-1.52393409,0.53960704,-2.824155316,0.004740541,0.043456113
G02389,171.9204629,-1.527104018,0.49079683,-3.111478973,0.001861527,0.02340366
G09696,209.896407,-1.530567352,0.364666601,-4.197168996,2.70E-05,0.001332421
G14334,298.1954977,-1.535683913,0.446412917,-3.440052595,0.000581601,0.010757474
G16707,293.3970735,-1.543639216,0.479496064,-3.219294862,0.001285063,0.018223732
G13923,185.294041,-1.54367148,0.45838848,-3.367605315,0.000758241,0.012766804
G12632,548.40833,-1.547555893,0.410781053,-3.76734974,0.00016499,0.004520519
G07050,366.4506407,-1.550073217,0.492345578,-3.14834394,0.001641984,0.021597605
G04981,232.9236036,-1.552919989,0.421096294,-3.687802555,0.000226199,0.00564236
G03307,73.1148382,-1.560100602,0.564293322,-2.764697968,0.005697552,0.049339384
G11696,180.2878935,-1.561761677,0.4862944,-3.211555954,0.001320183,0.018564121
G10262,152.5506729,-1.563329008,0.461831481,-3.385063755,0.000711617,0.012206673
G08068,183.0441312,-1.567161652,0.31511989,-4.973223538,6.58E-07,8.68E-05
G14211,419.0546764,-1.571437921,0.489345993,-3.211302313,0.001321348,0.018564121
G07545,176.8038781,-1.574054452,0.496187688,-3.172296473,0.001512385,0.020425258
G05561,119.2616417,-1.575694838,0.380098035,-4.145495881,3.39E-05,0.001543981
G08109,131.8913941,-1.581867542,0.544818709,-2.903475075,0.003690463,0.036531212
G10835,439.7347735,-1.586324825,0.427583823,-3.709973905,0.000207281,0.005318786
G12031,236.3868707,-1.586953845,0.467452123,-3.394901357,0.000686533,0.011944878
G02537,92.59659409,-1.594041364,0.478622711,-3.330475818,0.000866977,0.014010481
G08756,1976.472971,-1.601238714,0.54286504,-2.949607354,0.00318178,0.03309157
G14774,49.94210192,-1.607479916,0.557116684,-2.885355911,0.003909714,0.03821814
G11758,238.6481022,-1.612389735,0.548015531,-2.942233646,0.00325854,0.033579556
G11643,200.7002331,-1.618588541,0.480067271,-3.371586938,0.000747364,0.012629552
G09273,223.6009978,-1.618722249,0.433143417,-3.737150757,0.000186117,0.004896137
G06392,695.0977747,-1.622618249,0.541972607,-2.99391192,0.002754254,0.030053285
G15478,146.8977605,-1.63704207,0.58228688,-2.811401263,0.004932623,0.044564432
G13058,252.668481,-1.648430509,0.486920569,-3.385419746,0.000710695,0.012206673
G06429,85.25120915,-1.654298641,0.593161522,-2.788951373,0.0052879,0.046729068
G08584,208.7894125,-1.658752444,0.465825043,-3.560891516,0.000369598,0.007979488
G09109,395.5546946,-1.662521398,0.361853011,-4.594466115,4.34E-06,0.000327276
G06421,108.4282055,-1.666741907,0.585666438,-2.8458894,0.004428757,0.041478609
G03288,251.2983108,-1.672730612,0.566680803,-2.951803913,0.003159235,0.032939166
G17673,484.8194171,-1.675922933,0.51175328,-3.274865051,0.001057125,0.016119404
G10422,161.422344,-1.678435011,0.550584252,-3.048461711,0.002300162,0.026595228
G01847,216.5914529,-1.681660593,0.424579165,-3.960770411,7.47E-05,0.002605843
G15747,318.8106611,-1.688048971,0.47730006,-3.536661974,0.000405218,0.008585684
G00546,151.3035786,-1.690435769,0.583575195,-2.896688863,0.003771236,0.037148695
G15127,222.5828598,-1.690474072,0.564070047,-2.996922243,0.002727203,0.029956168
G15683,982.5057352,-1.696016051,0.59185124,-2.865612061,0.004162039,0.039784013
G03432,1033.376546,-1.696535153,0.499581559,-3.395912286,0.000684003,0.011944878
G07834,83.48858527,-1.713647526,0.564241369,-3.037082388,0.002388802,0.02724278
G13536,67.88811287,-1.714206972,0.510404833,-3.358524181,0.000783599,0.013065542
G04502,252.792788,-1.716975669,0.519753006,-3.303445387,0.000955046,0.01493019
G06409,77.10080347,-1.717532766,0.61472457,-2.793987501,0.005206249,0.046332981
G11460,254.1206733,-1.718112682,0.490500551,-3.502774216,0.00046044,0.009239783
G09718,279.4350048,-1.721818397,0.523719747,-3.287671333,0.001010197,0.015616897
G13377,488.2312082,-1.729031697,0.502724515,-3.439322427,0.000583172,0.010770623
G17070,312.8896321,-1.744222565,0.485719411,-3.591008567,0.000329401,0.007378814
G13994,388.0650896,-1.752580159,0.586649528,-2.987439819,0.002813247,0.030521815
G06190,181.2846256,-1.754748415,0.38174315,-4.596672954,4.29E-06,0.000325793
G10938,278.6657916,-1.75503567,0.385028074,-4.55820182,5.16E-06,0.000384555
G01990,273.9604302,-1.766771198,0.470486464,-3.755200908,0.000173202,0.004684323
G12535,172.3425302,-1.779939547,0.579228479,-3.072948952,0.002119547,0.025422388
G06000,310.7491858,-1.780552784,0.607420503,-2.93133468,0.00337509,0.03427166
G08775,77.00975708,-1.790129036,0.600933548,-2.978913462,0.002892725,0.030959571
G06142,423.9706767,-1.790536303,0.63090623,-2.838038711,0.004539168,0.042134513
G01686,240.6210806,-1.791699829,0.446278034,-4.014761414,5.95E-05,0.002211079
G02735,425.601911,-1.796938796,0.28835193,-6.231755741,4.61E-10,2.41E-07
G07283,125.0338258,-1.799425726,0.401598766,-4.480655517,7.44E-06,0.000506633
G01787,63.79427187,-1.801678913,0.599394476,-3.005831696,0.002648556,0.0293617
G11612,129.1327854,-1.80401737,0.456027394,-3.955940792,7.62E-05,0.002651674
G12864,248.4620311,-1.806224109,0.409411078,-4.411761694,1.03E-05,0.000638765
G01966,356.6981792,-1.808389479,0.491720147,-3.677680263,0.000235365,0.005778896
G01724,81.06641749,-1.813239789,0.570879643,-3.176220786,0.001492073,0.020242409
G16944,270.9518153,-1.814027661,0.465353074,-3.898174878,9.69E-05,0.003130808
G16108,95.95452343,-1.814262216,0.632269681,-2.869443643,0.004111946,0.03943821
G15488,377.4652781,-1.82816349,0.610222492,-2.995896602,0.002736392,0.030004467
G10121,256.444792,-1.846163853,0.50119092,-3.683554066,0.000230004,0.005702069
G13604,318.7981802,-1.853487532,0.535498162,-3.461239765,0.000537694,0.010232159
G08667,202.205034,-1.859708395,0.542979096,-3.425009194,0.000614779,0.011144616
G05646,312.3124984,-1.86468019,0.484875193,-3.845691048,0.000120213,0.003662553
G08486,416.2869238,-1.868255915,0.561362943,-3.328071331,0.000874495,0.014075094
G13532,103.4321647,-1.871336784,0.471052823,-3.972668654,7.11E-05,0.002519258
G08140,411.8865012,-1.878009176,0.664121636,-2.827809057,0.004686775,0.043152793
G10557,133.7292172,-1.883375379,0.651034751,-2.892895311,0.003817085,0.037488266
G07174,87.74053987,-1.885158092,0.619048855,-3.045249299,0.002324875,0.026732862
G10599,229.8467135,-1.89664889,0.456271867,-4.156839433,3.23E-05,0.001496521
G16687,349.9047871,-1.904728563,0.65422638,-2.911421217,0.003597886,0.035927218
G00860,715.3135738,-1.905685669,0.48385377,-3.938557031,8.20E-05,0.002796914
G14424,43.38674666,-1.913548468,0.539285437,-3.54830362,0.000387721,0.008285055
G01730,129.3064936,-1.914547542,0.561790996,-3.407935611,0.000654563,0.011577023
G13626,65.21364762,-1.919301235,0.607896495,-3.157282944,0.001592467,0.021143856
G03059,149.0993172,-1.925747747,0.401618325,-4.794969818,1.63E-06,0.000168374
G14942,275.3967635,-1.929161319,0.594404412,-3.245536674,0.001172295,0.017189079
G01492,122.9200909,-1.936566897,0.421260774,-4.597073871,4.28E-06,0.000325793
G05873,56.42456653,-1.938170284,0.552253807,-3.509564369,0.000448841,0.009141237
G07731,562.3333827,-1.949504457,0.340242146,-5.729755944,1.01E-08,3.15E-06
G15720,166.4101506,-1.954273593,0.682505856,-2.863379963,0.004191476,0.040025886
G09926,293.8682514,-1.96358162,0.501367957,-3.916448172,8.99E-05,0.002976894
G13084,684.9371225,-1.973124578,0.639552844,-3.085162701,0.002034408,0.024637196
G01233,82.87353458,-1.988711948,0.6886108,-2.888005745,0.003876928,0.037956913
G07168,105.005066,-2.004217393,0.610849552,-3.281032762,0.001034277,0.01591059
G05820,214.2236976,-2.004994898,0.469478587,-4.270684445,1.95E-05,0.001016319
G08302,120.7279854,-2.009035787,0.660596639,-3.041244335,0.002356026,0.026967232
G00774,37.92308785,-2.011363704,0.691434449,-2.908972364,0.003626189,0.036152182
G01066,145.5990599,-2.011821403,0.533600965,-3.770273174,0.000163069,0.004497686
G17297,116.4645496,-2.025178462,0.495748433,-4.085093017,4.41E-05,0.00184518
G09083,125.600016,-2.025756682,0.615682171,-3.290263674,0.001000935,0.015512021
G03727,162.3591239,-2.026689974,0.672166775,-3.015159408,0.002568442,0.028716102
G02114,194.7717233,-2.029772275,0.489495611,-4.146660824,3.37E-05,0.001543981
G09177,245.821472,-2.041700651,0.398944962,-5.117750178,3.09E-07,4.87E-05
G04769,179.1551304,-2.046255031,0.710625362,-2.879513087,0.003982898,0.03865947
G13888,182.7705712,-2.046517745,0.70119054,-2.918632849,0.0035157,0.035360321
G17064,492.0132466,-2.058834153,0.519255181,-3.964975659,7.34E-05,0.002574672
G08114,30.07291616,-2.059144824,0.728783778,-2.825453703,0.004721371,0.043407495
G06853,46.8927953,-2.072985944,0.73842671,-2.807300867,0.004995856,0.044961431
G09699,139.8527576,-2.080519414,0.599002259,-3.473308129,0.000514085,0.009930327
G02760,39.02251279,-2.089654806,0.742321627,-2.815026168,0.004877326,0.044394873
G18278,230.2871617,-2.090775646,0.735953264,-2.840908178,0.004498526,0.041850331
G18137,164.1754874,-2.091287687,0.604406903,-3.460065855,0.000540043,0.010232159
G17298,91.38601416,-2.096298877,0.648205383,-3.234004115,0.001220677,0.017736389
G12322,70.18240505,-2.101632726,0.631888518,-3.325954924,0.000881162,0.014146036
G07022,137.0297385,-2.107028446,0.751860886,-2.802417954,0.005072112,0.045414287
G07929,102.5575092,-2.112016893,0.532579973,-3.965633332,7.32E-05,0.002574672
G11402,25.40305244,-2.122547012,0.712306467,-2.979822748,0.002884152,0.030934073
G11677,104.8366287,-2.129048869,0.583221605,-3.650497255,0.000261733,0.006195505
G10192,98.65626564,-2.130500236,0.740887518,-2.875605521,0.004032533,0.038913866
G02432,1159.300643,-2.13478142,0.682741642,-3.126777814,0.001767334,0.022628386
G15309,148.0181874,-2.139155512,0.700846942,-3.052243482,0.002271378,0.026403589
G11171,109.5024892,-2.147113527,0.657330829,-3.266412333,0.001089195,0.016412639
G11576,92.92865369,-2.149093233,0.666963341,-3.222205933,0.001272077,0.018161622
G04882,349.9433582,-2.150451315,0.480421341,-4.476177748,7.60E-06,0.000510356
G07303,541.8758982,-2.151708302,0.632345312,-3.402742555,0.000667131,0.011749389
G00767,45.44069124,-2.159611426,0.733567951,-2.943982795,0.00324018,0.033531847
G01594,54.85470944,-2.161655006,0.714433679,-3.025690236,0.002480663,0.02790913
G14443,268.8745258,-2.163532612,0.697511579,-3.101787376,0.001923561,0.023895661
G12680,767.3118406,-2.16730287,0.672249165,-3.223957697,0.001264321,0.018112349
G04143,27.07755616,-2.168124165,0.74977043,-2.891717355,0.003831425,0.037599608
G00621,82.05277738,-2.172383467,0.694005088,-3.130212595,0.001746798,0.022480379
G12420,108.2080625,-2.173283131,0.738706583,-2.942011321,0.00326088,0.033579556
G12958,26.16824709,-2.178155427,0.767944373,-2.836345318,0.004563308,0.042327214
G08868,396.3456345,-2.190571979,0.715855707,-3.060074758,0.002212817,0.025975878
G03636,40.96845016,-2.191842677,0.788389778,-2.780151061,0.005433362,0.047644647
G07570,16.97703405,-2.194816673,0.761958681,-2.880493033,0.003970537,0.038631754
G04722,193.6652832,-2.196664027,0.726629931,-3.023084975,0.00250212,0.028118844
G15541,140.0423088,-2.197681202,0.698242404,-3.147447348,0.001647028,0.021641218
G03242,123.5760618,-2.198589777,0.718469281,-3.060102686,0.002212611,0.025975878
G05703,22.89859149,-2.203171654,0.770414587,-2.859722145,0.004240123,0.040192903
G09032,139.773877,-2.205696343,0.746978913,-2.952822771,0.003148827,0.032895336
G10258,36.48874312,-2.210527857,0.593329794,-3.725630971,0.000194827,0.005093167
G14897,78.131746,-2.210808468,0.72058398,-3.068078848,0.002154398,0.025619532
G10189,183.8226066,-2.21226907,0.505022284,-4.380537537,1.18E-05,0.000709302
G00683,49.7705463,-2.219543745,0.799392284,-2.776538864,0.005494107,0.048076313
G01822,248.2505557,-2.222554569,0.717324675,-3.098394141,0.001945725,0.02403784
G09607,50.28404311,-2.228253448,0.553929686,-4.022628694,5.76E-05,0.002150026
G01977,102.6136442,-2.231165504,0.712218564,-3.132697764,0.001732077,0.022376432
G15724,19.52262175,-2.233534077,0.785931011,-2.841895848,0.004484614,0.041821105
G08665,45.45045203,-2.260079104,0.739274252,-3.057159233,0.002234455,0.026100607
G07418,33.45968215,-2.262121341,0.604174009,-3.74415534,0.000181002,0.00479176
G13060,41.60836967,-2.265156675,0.712342874,-3.179868512,0.001473419,0.020032738
G05586,1102.962071,-2.26880899,0.590715788,-3.840779331,0.000122644,0.003712407
G08458,65.29873993,-2.269497162,0.728643428,-3.114688303,0.001841394,0.023220477
G07313,108.8623691,-2.270235753,0.738879491,-3.072538596,0.002122464,0.025433007
G04990,136.4609328,-2.271051547,0.65502012,-3.467147768,0.000526013,0.010086876
G02263,55.75092971,-2.281876633,0.82521561,-2.765188402,0.005688993,0.049299355
G05830,42.60682403,-2.287723129,0.714780419,-3.20059569,0.001371438,0.018996847
G03650,48.50776209,-2.294911609,0.601901845,-3.812767197,0.00013742,0.003955787
G03308,18.28769256,-2.29906423,0.64168375,-3.582861854,0.00033985,0.007545401
G17231,106.1182382,-2.300628894,0.715538678,-3.215240438,0.001303353,0.01839976
G14206,103.2604832,-2.303651439,0.81061828,-2.841844916,0.00448533,0.041821105
G09911,29.09616508,-2.308982074,0.774906788,-2.979690087,0.002885401,0.030934073
G12522,142.9087589,-2.3143564,0.828385711,-2.793814969,0.005209027,0.046332981
G09204,55.30598172,-2.320217286,0.60342873,-3.845056046,0.000120525,0.003663138
G17526,214.9962733,-2.321813431,0.672631149,-3.45183751,0.000556783,0.010452827
G13665,174.6968416,-2.324879197,0.68946757,-3.371992096,0.000746266,0.012628029
G15017,127.9557366,-2.325348386,0.824325152,-2.820911605,0.00478874,0.043769779
G04499,48.72274963,-2.339993071,0.847335664,-2.761589262,0.005752079,0.049550369
G08249,80.57391273,-2.349121068,0.761104174,-3.086464571,0.002025521,0.024577104
G16344,80.62995155,-2.34985215,0.770188384,-3.051009594,0.002280733,0.026443831
G05208,61.10520961,-2.352947619,0.70997676,-3.31411921,0.000919323,0.014627399
G04441,167.9650129,-2.354555032,0.696868353,-3.378765906,0.00072812,0.012421684
G08151,167.4155679,-2.356466239,0.704160234,-3.346491504,0.000818412,0.013450599
G01462,57.76952769,-2.365573072,0.727204314,-3.252968973,0.00114206,0.016904103
G12830,1257.280412,-2.366234365,0.477662238,-4.953781511,7.28E-07,9.40E-05
G09471,112.8521088,-2.369506252,0.724109431,-3.27230409,0.001066748,0.016191291
G05645,391.5070659,-2.371128393,0.790420184,-2.999832798,0.002701278,0.0297497
G08491,328.5138315,-2.373847511,0.840443252,-2.824518498,0.004735171,0.043456113
G03874,2334.310901,-2.375401426,0.460439775,-5.158983989,2.48E-07,4.04E-05
G11657,32.86443109,-2.378297659,0.848692385,-2.802308236,0.005073837,0.045414287
G01034,297.2451843,-2.384921195,0.500465718,-4.76540372,1.88E-06,0.000185834
G00886,32.60963371,-2.39514775,0.816865452,-2.932120269,0.003366563,0.03427166
G01578,38.91049713,-2.398823635,0.716824457,-3.34645897,0.000818508,0.013450599
G11770,118.0874126,-2.408259472,0.791565077,-3.042402377,0.002346979,0.026888266
G08283,88.26771316,-2.421356031,0.626642613,-3.864014319,0.000111539,0.003457147
G10126,210.6447838,-2.422660203,0.798855101,-3.032665375,0.002424042,0.027519364
G11905,31.43125078,-2.430452309,0.876032944,-2.7743846,0.005530625,0.048362073
G00854,59.04283373,-2.437304218,0.813197137,-2.997187408,0.002724831,0.029956168
G03314,434.9841383,-2.437515373,0.875166031,-2.785203362,0.005349416,0.047073358
G04691,111.5722932,-2.451753079,0.717820749,-3.415550587,0.000636532,0.011380644
G01974,468.5340583,-2.468249855,0.851047939,-2.900247733,0.003728678,0.036822169
G10873,38.10841197,-2.475499172,0.851764935,-2.906317308,0.003657104,0.036287048
G17049,38.86326542,-2.481449174,0.526636874,-4.711878903,2.45E-06,0.000216439
G02538,44.05899833,-2.484937681,0.833341586,-2.981895686,0.002864696,0.030817631
G08542,167.7936333,-2.486955881,0.717221228,-3.46748783,0.000525348,0.010086876
G17767,49.43668739,-2.495087307,0.677203232,-3.684399583,0.000229242,0.005695581
G10034,108.7956317,-2.500715169,0.768315285,-3.254803355,0.001134709,0.016855073
G02008,48.62628666,-2.502448833,0.651906382,-3.838662886,0.000123706,0.003716462
G13291,179.8482857,-2.506963287,0.870933156,-2.878479558,0.003995972,0.03872876
G16042,250.3156696,-2.515655977,0.726970736,-3.460463886,0.000539246,0.010232159
G03746,97.10375869,-2.52002458,0.776335415,-3.246051295,0.001170178,0.017178151
G07118,31.89003893,-2.52660923,0.815843731,-3.096927923,0.001955374,0.024075904
G08200,409.5982644,-2.530949124,0.603542436,-4.193489922,2.75E-05,0.001348915
G09209,21.72181978,-2.53725282,0.723451064,-3.507151966,0.00045293,0.009147733
G09793,48.76198554,-2.576216769,0.777907374,-3.311726893,0.00092722,0.014715654
G15828,124.4876073,-2.58326948,0.905597572,-2.852557869,0.004336892,0.040862721
G14164,96.12881395,-2.590561945,0.738520939,-3.507770477,0.000451879,0.009141237
G11103,63.64228826,-2.59923142,0.630648281,-4.12152304,3.76E-05,0.001683206
G02890,37.51642675,-2.601237953,0.850833643,-3.057281495,0.002233544,0.026100607
G09560,18.68061287,-2.602671584,0.938711881,-2.772598958,0.005561061,0.04849276
G04712,96.78973693,-2.603473487,0.662966931,-3.927003542,8.60E-05,0.002880514
G05505,96.015714,-2.604746076,0.920208767,-2.830603413,0.004646029,0.042903816
G12767,59.12923531,-2.604962141,0.890682701,-2.924680292,0.003448103,0.034764205
G05033,147.1968332,-2.616723659,0.682986183,-3.831298088,0.000127469,0.003802733
G15642,15.91877341,-2.62046722,0.811138773,-3.230602835,0.001235295,0.017841244
G12237,86.13559756,-2.623854655,0.705205061,-3.720697427,0.000198673,0.005140057
G13000,138.8412925,-2.640057967,0.942631254,-2.800732478,0.005098677,0.045604022
G02071,619.5069053,-2.646551556,0.634369922,-4.171937326,3.02E-05,0.001443475
G10399,59.75823658,-2.651729362,0.816084061,-3.249333602,0.001156757,0.017005044
G12571,30.56695666,-2.659313094,0.842435166,-3.156697632,0.001595667,0.021143856
G15859,23.30988843,-2.660990381,0.769140765,-3.459692297,0.000540793,0.010232159
G10172,67.64983201,-2.66968173,0.703519958,-3.794749104,0.000147793,0.004186652
G12705,76.79104474,-2.676295468,0.930912837,-2.874915203,0.00404136,0.038957592
G12852,191.1630776,-2.676319254,0.878557494,-3.046265351,0.002317033,0.026691703
G03217,61.34162112,-2.697212504,0.828176535,-3.256808652,0.001126724,0.016816249
G00866,223.6055574,-2.698290518,0.882227856,-3.058496169,0.002224509,0.026032995
G05447,39.25364776,-2.706708702,0.980971772,-2.759211609,0.0057941,0.049777813
G05398,82.7723665,-2.708831785,0.72480564,-3.737321616,0.000185991,0.004896137
G16049,88.01537708,-2.709363196,0.855770685,-3.165992062,0.00154555,0.020720962
G02016,98.69574778,-2.727323521,0.658133522,-4.144027663,3.41E-05,0.001548275
G05819,57.74283553,-2.739669688,0.822681109,-3.330172117,0.000867923,0.014010481
G14007,78.33378811,-2.7402891,0.785613749,-3.488086995,0.00048649,0.009608556
G15503,72.06688005,-2.757040099,0.692526933,-3.981130503,6.86E-05,0.002467995
G18454,44.68521294,-2.778075083,0.741380358,-3.747165746,0.000178844,0.004775018
G01030,22.5355134,-2.778512159,0.851993844,-3.261188071,0.001109464,0.016618076
G14250,33.24833963,-2.788986927,0.69744447,-3.998865929,6.36E-05,0.002323569
G06918,17.93467737,-2.792359627,0.932298361,-2.995135189,0.002743232,0.030026884
G11022,71.34915432,-2.819876849,0.738344471,-3.819188684,0.000133891,0.003889993
G05439,532.5209545,-2.820628927,0.870997722,-3.238388409,0.00120207,0.017535377
G13068,16.19084139,-2.821026743,0.944873534,-2.98561304,0.002830105,0.030603262
G13450,75.29357801,-2.823981018,0.981907227,-2.876016125,0.004027291,0.038911838
G18097,180.7695484,-2.824361811,0.944519299,-2.99026374,0.002787367,0.030324418
G17783,98.25756622,-2.82735791,0.693185457,-4.078790002,4.53E-05,0.001852548
G09349,108.8639627,-2.840684801,0.837006344,-3.39386293,0.000689142,0.011944878
G05901,54.76801473,-2.843798239,0.76762919,-3.704650992,0.000211682,0.005412116
G03355,2732.581222,-2.851779785,0.996107264,-2.862924395,0.004197507,0.040025886
G09019,66.60541651,-2.863303116,0.876163177,-3.268002114,0.001083096,0.016375695
G09604,16.86636319,-2.872073244,0.925907758,-3.101899966,0.001922829,0.023895661
G14446,118.3715688,-2.878628778,0.90868028,-3.167922579,0.001535324,0.02065019
G01910,94.45166701,-2.889581838,0.949384495,-3.043637064,0.002337369,0.026827259
G04012,42.54262739,-2.909296689,0.775479446,-3.751610313,0.000175702,0.004711233
G05110,63.35020292,-2.920001745,0.918523096,-3.179018317,0.001477748,0.020069799
G01003,103.4086753,-2.922614405,0.838658291,-3.484869148,0.000492378,0.009673258
G04333,67.70888128,-2.928208047,0.926565327,-3.160282347,0.001576163,0.021054069
G05269,40.01063942,-2.930895547,0.870602578,-3.366513746,0.000761248,0.012795095
G12897,17.3889387,-2.967870447,0.967284365,-3.068250202,0.002153163,0.025619532
G03936,17.41381165,-2.978163834,1.054873936,-2.823241462,0.004754075,0.043548302
G11574,2893.622249,-2.991769199,0.965806828,-3.097689012,0.00195036,0.02403784
G15860,112.4385849,-2.993413113,0.544595258,-5.496583136,3.87E-08,9.15E-06
G03012,14.89703799,-3.015549645,1.072358661,-2.812071888,0.00492235,0.044545576
G10651,408.9886178,-3.037598491,1.040987703,-2.917996517,0.003522883,0.035375733
